"","Name","Neighborhood","lat","long","Rating","Stars","Reviews","Address","Zip","Groups","Credit","Parking","Attire","Price","Kids","Reservation","Deliver","TakeOut","Waiter","Outdoor","Wifi","Meal","Alcohol","Noise","TV","Catter","Ambience","Wheelchair"
"587","Brazil Cafe Truck","UC Campus Area","37.872684","-122.266634","2.5 star rating","2.5","3","2161 University Ave","","No","","","Casual","","","","","","","Yes","","","","Average","","","",""
"588","La Fiesta Mexican Restaurant","UC Campus Area","37.866001","-122.259003","4.0 star rating","4.0","4","2506 Haste Street","","","","","","$","Yes","","No","Yes","Yes","No","","","","","","","",""
"589","Uncle Dougie's","UC Campus Area","37.867884","-122.256854","4.0 star rating","4.0","10","2328 Bowditch Way","","Yes","Yes","","Casual","$","Yes","No","No","Yes","No","No","No","Lunch, Dinner","No","Quiet","No","Yes","Dive-y",""
"590","Golden Bear Cafe","UC Campus Area","37.869806","-122.259604","3.0 star rating","3.0","23","Cesar Chavez Student CenterUpper Sproul Plz","","Yes","Yes","","Casual","$$","Yes","No","No","Yes","No","Yes","No","Lunch","No","Loud","No","No","","Yes"
"591","Japanese Snacks","UC Campus Area","37.867901","-122.259003","2.0 star rating","2.0","1","2521 Durant Avenue","","","","","","","","","","","","","","","","","","","",""
"592","BurgerMeister","UC Campus Area","37.868694","-122.267794","3.0 star rating","3.0","160","2237 Shattuck Ave","","Yes","Yes","Street","Casual","$$","Yes","No","No","Yes","No","No","No","Lunch, Dinner","Beer & Wine Only","Average","Yes","No","Casual","Yes"
"593","Ramona's Caf̩","UC Campus Area","37.870526","-122.254926","3.0 star rating","3.0","12","UC Berkeley CampusWurster Hall","","No","Yes","Street","Casual","$","No","No","No","Yes","No","Yes","Free","","No","Very Loud","No","No","Casual","Yes"
"594","Twisters Mediterranean Wrap","UC Campus Area","37.869877","-122.267801","2.5 star rating","2.5","9","2177 Shattuck Ave","","No","Yes","Street","Casual","$","Yes","No","","Yes","No","Yes","","Lunch","No","","","","Casual","Yes"
"595","Fondue Fred","UC Campus Area","37.863919","-122.258940","3.0 star rating","3.0","154","2556 Telegraph Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","No","Yes","Yes","No","Dinner","Beer & Wine Only","Quiet","No","","","Yes"
"596","T C Garden Restaurant","UC Campus Area","37.875202","-122.259758","3.0 star rating","3.0","69","2507 Hearst Ave","","Yes","No","Street","Casual","$","Yes","No","No","Yes","Yes","Yes","","Lunch","No","Loud","","","","No"
"597","Minami Sushi","UC Campus Area","37.867857","-122.258223","2.5 star rating","2.5","68","2516B Durant Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","No","","Dinner","Beer & Wine Only","","","","","No"
"598","Zach's Snacks","UC Campus Area","37.875248","-122.260161","2.0 star rating","2.0","2","1873 Euclid Ave","","","","","","","","","","","","","","","","","","","",""
"599","Coffee Source","UC Campus Area","37.866699","-122.259003","2.0 star rating","2.0","2","2404 Telegraph Avenue","","","","","","$","","","","","","","","","","","","","",""
"600","Viengvilay Thai Cuisine","UC Campus Area","37.875099","-122.260002","2.5 star rating","2.5","8","2505 Hearst Avenue Suite G","","Yes","","","","","","","","","No","","","","","","","","",""
"601","Domino's Pizza","UC Campus Area","37.872405","-122.267558","1.0 star rating","1.0","1","2127 University Ave","","","Yes","","","$","","","","","","","","","","","","","",""
"602","Peets Coffee & Tea/ The Den","UC Campus Area","37.866813","-122.256469","2.5 star rating","2.5","13","2415 Bowditch St","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","Paid","Lunch, Breakfast","No","Very Loud","No","No","","Yes"
"603","Sushi House","UC Campus Area","37.868011","-122.258438","2.5 star rating","2.5","97","2521 Durant Ave","","No","Yes","Street","Casual","$$","Yes","No","No","Yes","Yes","Yes","No","Lunch, Dinner","No","Average","No","No","","Yes"
"604","Julie's Healthy Cafe","UC Campus Area","37.868801","-122.258003","2.5 star rating","2.5","60","2562 Bancroft Way","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","","Lunch","No","Average","No","","","Yes"
"605","Peppermint Grill","UC Campus Area","37.875197","-122.259818","2.5 star rating","2.5","16","2505 Hearst AveSte B","","Yes","Yes","","Casual","$","Yes","No","No","Yes","No","Yes","","Lunch","No","","","","","Yes"
"606","Quickly","UC Campus Area","37.867539","-122.261275","2.5 star rating","2.5","92","2915-B Durant Ave","","No","No","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Dessert","No","Loud","","No","Casual","Yes"
"607","Cafe 3","UC Campus Area","37.867417","-122.260408","2.5 star rating","2.5","7","2400 Durant Ave","","Yes","No","","Casual","$","Yes","No","No","Yes","No","No","","","No","","","","","Yes"
"608","Cal Gyro Mediterranean","UC Campus Area","37.868212","-122.258034","2.5 star rating","2.5","8","2519 Durant AveSte C","","","","","","$","","","No","","","","","","No","Quiet","","Yes","",""
"609","Kimchi Garden","UC Campus Area","37.867915","-122.258630","2.5 star rating","2.5","57","2517 Durant Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch, Dinner","Beer & Wine Only","Quiet","Yes","Yes","Casual","Yes"
"610","Mandarin House","UC Campus Area","37.868000","-122.258003","2.5 star rating","2.5","82","2519 Durant Avenue Suite A","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch, Dinner","No","Average","Yes","No","Casual","Yes"
"611","Subway","UC Campus Area","37.862625","-122.258823","2.5 star rating","2.5","17","2618 Telegraph Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch, Dinner","No","Quiet","No","Yes","","Yes"
"612","Tofu n Sushi","UC Campus Area","37.867906","-122.258072","2.5 star rating","2.5","16","2518 C Durant Ave","","Yes","No","","Casual","$","Yes","No","No","Yes","Yes","No","","","No","","","","","No"
"613","Foothill Dining Common","UC Campus Area","37.875535","-122.255618","2.0 star rating","2.0","7","2700 Hearst Ave","","Yes","No","","Casual","$","Yes","No","No","Yes","No","Yes","","Dinner","No","","","","","Yes"
"614","Mediterranean Wraps","UC Campus Area","37.869895","-122.267865","2.5 star rating","2.5","12","2177 Shattuck Ave","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","","","No","","","","","Yes"
"615","Subway","UC Campus Area","37.868664","-122.259451","2.0 star rating","2.0","28","2490 Bancroft Way","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","","Lunch, Dinner","No","","","No","","Yes"
"616","Pepe's Pizza","UC Campus Area","37.867857","-122.258223","2.5 star rating","2.5","40","2516 B Durant AveSte B","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch, Dinner","No","Average","Yes","No","Casual","Yes"
"617","Ponchos","UC Campus Area","37.868009","-122.258536","","","","2521 Durant Ave","","","","","","","","","","","","","","","","","","","",""
"618","Casa Zimbabwe - Berkeley Students Cooperative","UC Campus Area","37.875953","-122.262078","","","","2422 Ridge Rd","","","","","","","","","","","","","","","","","","","",""
"619","Bay View Caf̩","UC Campus Area","37.874463","-122.252627","","","","Lawrence Berkeley National Laboratory1 Cyclatron Rd, Bldg 54","","","","","","","","","","","","","","","","","","","",""
"620","Indian Flavors Express","UC Campus Area","37.868820","-122.258221","","","","2548 Bancroft Way","","","","","","","","","","","","","","","","","","","",""
"621","Nanayiro Restaurant","UC Campus Area","37.865898","-122.266998","","","","2399 Shattuck Avenue","","","","","","","","","","","","","","","","","","","",""
"622","May Follower","UC Campus Area","37.872101","-122.266998","","","","2156 University Avenue","","","","","","","","","","","","","","","","","","","",""
"623","Ko Ko Express","UC Campus Area","37.867604","-122.260471","","","","2433 Durant AveSuite F","","","","","","","","","","","","","","","","","","","",""
"624","Dollar Curry House","UC Campus Area","37.870127","-122.265887","","","","2134 Oxford St","","","Yes","","","","","","","","","","","","","","","","",""
"625","Peet's Coffee & Tea","UC Campus Area","37.866627","-122.256391","5.0 star rating","5.0","1","2415 Bowditch StUniversity of California","","","","","","","","","","","","","","","","","","","",""
"626","Sushi Plus","UC Campus Area","37.861599","-122.259003","","","","2650 Telegraph Avenue","","","","","","","","","","","","","","","","","","","",""
"627","Hsiang Maan Yuen Restaurant","UC Campus Area","37.875198","-122.260002","","","","2507 Hearst Avenue","","","","","","","","","","","","","","","","","","","",""
"628","Sandwiches R Us","UC Campus Area","37.865187","-122.257769","","","","2407 Regent Ave","","","","","","","","","","","","","","","","","","","",""
"629","Wing Fiesta","UC Campus Area","37.868668","-122.259748","5.0 star rating","5.0","1","2475 Bancroft Way","","","","","","","","","","","","","","","","","","","",""
"630","Joshu-Ya Brasserie","UC Campus Area","37.864973","-122.259798","4.5 star rating","4.5","10","2441 Dwight Way","","","","","Casual","","Yes","","","","Yes","Yes","","","Full Bar","Average","No","","",""
